sale_id,sale_date,product_id,customer_id,quantity,unit_price,total_price,store,channel
1352,2024-06-06,SKU-1357,23,1,549,549,Online,Online
1353,2025-07-27,SKU-1243,500,2,749,1498,Online,Online
1354,2025-03-22,SKU-1209,35,1,549,549,Los Angeles Grove,Online
1355,2024-06-19,SKU-1343,307,1,299,299,Online,In-Store
1356,2024-03-03,SKU-1072,407,2,1599,3198,Dallas NorthPark,Online
1357,2025-06-29,SKU-1286,446,1,1649,1649,Los Angeles Grove,Online
1358,2025-07-29,SKU-1109,400,1,799,799,New York 5th Ave,In-Store
1359,2025-08-08,SKU-1051,112,1,1499,1499,Chicago Michigan Ave,Online
1360,2025-05-30,SKU-1333,363,1,399,399,Seattle University Village,Online
1361,2024-10-01,SKU-1302,283,1,1699,1699,Online,Online
1362,2025-10-16,SKU-1169,76,1,349,349,Dallas NorthPark,Online
1363,2024-02-22,SKU-1033,329,2,1299,2598,Dallas NorthPark,In-Store
1364,2025-10-26,SKU-1052,178,1,1499,1499,San Francisco Union Square,In-Store
1365,2025-07-16,SKU-1080,136,2,1699,3398,Seattle University Village,Online
1366,2024-02-28,SKU-1202,321,1,849,849,Miami Dadeland,In-Store
1367,2024-06-29,SKU-1054,132,2,1499,2998,Dallas NorthPark,Online
1368,2025-08-20,SKU-1354,55,1,179,179,Seattle University Village,In-Store
1369,2025-10-03,SKU-1341,325,1,249,249,San Francisco Union Square,Online
1370,2024-07-27,SKU-1110,298,1,1099,1099,San Francisco Union Square,In-Store
1371,2025-03-20,SKU-1098,189,1,699,699,Online,Online
1372,2024-06-29,SKU-1144,97,1,3399,3399,Chicago Michigan Ave,In-Store
1373,2024-11-13,SKU-1044,84,1,1399,1399,Boston Boylston,In-Store
1374,2024-05-26,SKU-1233,37,1,649,649,New York 5th Ave,Online
1375,2025-06-23,SKU-1216,71,1,799,799,Seattle University Village,In-Store
1376,2024-01-22,SKU-1198,57,1,849,849,Miami Dadeland,In-Store
1377,2024-09-11,SKU-1215,395,1,649,649,Online,Online
1378,2024-01-10,SKU-1208,491,1,699,699,Austin Domain,Online
1379,2024-03-28,SKU-1288,104,2,1649,3298,Online,In-Store
1380,2024-11-10,SKU-1318,170,1,1949,1949,Los Angeles Grove,Online
1381,2025-07-10,SKU-1173,64,1,499,499,Online,Online
1382,2025-03-01,SKU-1174,73,1,649,649,Online,Online
1383,2024-12-27,SKU-1056,336,1,1499,1499,Online,In-Store
1384,2024-04-25,SKU-1232,252,1,799,799,Online,Online
1385,2024-12-31,SKU-1025,40,2,1199,2398,San Francisco Union Square,Online
1386,2024-02-14,SKU-1331,310,2,649,1298,Online,Online
1387,2025-03-11,SKU-1083,77,1,1699,1699,Boston Boylston,In-Store
1388,2024-04-16,SKU-1207,139,1,549,549,Boston Boylston,In-Store
1389,2025-12-29,SKU-1335,409,1,449,449,Online,Online
1390,2025-11-02,SKU-1335,76,1,449,449,Online,Online
1391,2025-05-04,SKU-1247,418,1,849,849,Online,In-Store
1392,2024-04-02,SKU-1346,166,1,299,299,Dallas NorthPark,Online
1393,2025-03-10,SKU-1096,247,1,699,699,Seattle University Village,Online
1394,2025-10-31,SKU-1277,472,1,1349,1349,Online,Online
1395,2025-06-29,SKU-1144,275,1,3399,3399,Miami Dadeland,Online
1396,2025-08-14,SKU-1189,398,1,599,599,Seattle University Village,In-Store
1397,2024-01-03,SKU-1240,105,1,899,899,Dallas NorthPark,Online
1398,2024-04-22,SKU-1180,31,2,649,1298,Boston Boylston,Online
1399,2024-05-22,SKU-1301,151,1,1549,1549,Los Angeles Grove,In-Store
1400,2025-03-07,SKU-1177,125,2,499,998,Online,Online
1401,2025-12-13,SKU-1258,361,1,1099,1099,Online,In-Store
1402,2024-02-25,SKU-1237,360,1,749,749,Online,In-Store
1403,2024-06-10,SKU-1132,16,1,2099,2099,Online,Online
1404,2025-03-02,SKU-1061,77,1,1499,1499,Austin Domain,Online
1405,2024-11-02,SKU-1034,241,1,1299,1299,New York 5th Ave,Online
1406,2024-10-20,SKU-1272,57,1,1399,1399,Online,In-Store
1407,2025-05-30,SKU-1008,83,1,999,999,Online,In-Store
1408,2025-07-21,SKU-1230,365,2,799,1598,Miami Dadeland,In-Store
1409,2025-03-09,SKU-1147,477,1,4499,4499,Online,In-Store
1410,2024-05-08,SKU-1164,381,3,9999,29997,Online,In-Store
1411,2025-07-26,SKU-1054,310,1,1499,1499,Miami Dadeland,In-Store
1412,2025-10-19,SKU-1127,208,1,1699,1699,Miami Dadeland,Online
1413,2024-07-18,SKU-1281,139,1,1349,1349,Online,Online
1414,2024-01-29,SKU-1198,123,1,849,849,Online,Online
1415,2024-11-12,SKU-1016,97,1,1099,1099,Chicago Michigan Ave,In-Store
1416,2025-08-06,SKU-1008,290,1,999,999,Online,In-Store
1417,2024-04-05,SKU-1136,484,1,2799,2799,Online,In-Store
1418,2025-05-27,SKU-1260,100,2,1099,2198,Online,Online
1419,2025-11-21,SKU-1088,50,1,1699,1699,Online,In-Store
1420,2024-06-02,SKU-1148,13,1,4899,4899,Chicago Michigan Ave,Online
1421,2024-10-24,SKU-1191,83,2,599,1198,Online,Online
1422,2024-08-25,SKU-1315,453,1,1649,1649,Online,In-Store
1423,2025-05-28,SKU-1035,265,1,1299,1299,Dallas NorthPark,In-Store
1424,2025-04-03,SKU-1165,403,1,349,349,Online,Online
1425,2024-02-10,SKU-1207,457,2,549,1098,Seattle University Village,In-Store
1426,2025-09-13,SKU-1059,39,3,1499,4497,Dallas NorthPark,In-Store
1427,2024-01-16,SKU-1359,74,1,549,549,Austin Domain,Online
1428,2024-03-30,SKU-1308,256,1,1699,1699,Online,Online
1429,2024-10-13,SKU-1336,296,1,429,429,Online,Online
1430,2024-09-21,SKU-1044,243,1,1399,1399,Dallas NorthPark,In-Store
1431,2024-05-06,SKU-1110,498,2,1099,2198,Chicago Michigan Ave,Online
1432,2025-09-26,SKU-1305,470,1,1549,1549,Seattle University Village,Online
1433,2024-11-17,SKU-1154,192,1,999,999,Online,Online
1434,2025-11-29,SKU-1115,22,2,1499,2998,San Francisco Union Square,In-Store
1435,2025-07-28,SKU-1256,5,1,1099,1099,Online,Online
1436,2024-03-15,SKU-1093,115,1,699,699,Online,Online
1437,2025-10-19,SKU-1023,274,1,1199,1199,Boston Boylston,Online
1438,2025-02-10,SKU-1021,394,1,1199,1199,New York 5th Ave,Online
1439,2025-09-10,SKU-1016,249,1,1099,1099,Online,In-Store
1440,2025-07-12,SKU-1028,80,1,1199,1199,Dallas NorthPark,Online
1441,2025-09-07,SKU-1053,397,1,1499,1499,Online,In-Store
1442,2025-04-29,SKU-1090,110,1,699,699,Online,In-Store
1443,2024-10-03,SKU-1343,130,1,299,299,San Francisco Union Square,Online
1444,2024-11-01,SKU-1017,448,1,1099,1099,Seattle University Village,In-Store
1445,2024-09-22,SKU-1166,95,1,499,499,Miami Dadeland,Online
1446,2024-10-31,SKU-1322,85,1,1949,1949,Online,In-Store
1447,2024-06-13,SKU-1135,495,1,2599,2599,Seattle University Village,Online
1448,2024-01-11,SKU-1236,288,1,799,799,Austin Domain,In-Store
1449,2025-09-23,SKU-1019,75,1,1099,1099,Online,In-Store
1450,2024-11-20,SKU-1338,8,1,649,649,Online,Online
1451,2024-04-26,SKU-1036,406,2,1299,2598,Dallas NorthPark,Online
1452,2025-04-06,SKU-1163,483,1,6999,6999,Miami Dadeland,Online
1453,2024-04-09,SKU-1115,19,2,1499,2998,Online,In-Store
1454,2024-06-19,SKU-1104,308,1,799,799,Online,Online
1455,2025-08-13,SKU-1343,490,3,299,897,Online,In-Store
1456,2025-05-29,SKU-1004,420,2,999,1998,Boston Boylston,In-Store
1457,2025-02-24,SKU-1217,181,1,649,649,Online,Online
1458,2024-04-26,SKU-1165,475,1,349,349,Online,Online
1459,2025-07-09,SKU-1044,224,1,1399,1399,Online,In-Store
1460,2024-10-17,SKU-1234,360,1,799,799,San Francisco Union Square,In-Store
1461,2024-04-16,SKU-1304,46,3,1699,5097,San Francisco Union Square,In-Store
1462,2025-09-30,SKU-1102,475,1,799,799,Chicago Michigan Ave,In-Store
1463,2025-11-14,SKU-1148,149,1,4899,4899,Miami Dadeland,Online
1464,2024-04-27,SKU-1270,101,1,1399,1399,Miami Dadeland,In-Store
1465,2025-04-20,SKU-1087,212,1,1699,1699,Boston Boylston,In-Store
1466,2025-01-18,SKU-1274,401,1,1399,1399,Online,Online
1467,2025-02-28,SKU-1313,345,1,1649,1649,Online,In-Store
1468,2024-06-06,SKU-1103,405,1,799,799,Online,In-Store
1469,2024-12-09,SKU-1288,88,1,1649,1649,Dallas NorthPark,In-Store
1470,2024-07-16,SKU-1060,316,3,1499,4497,San Francisco Union Square,In-Store
1471,2024-05-11,SKU-1281,481,1,1349,1349,San Francisco Union Square,In-Store
1472,2025-06-13,SKU-1043,82,2,1399,2798,New York 5th Ave,Online
1473,2025-10-08,SKU-1281,296,1,1349,1349,Austin Domain,In-Store
1474,2025-07-20,SKU-1208,82,1,699,699,Dallas NorthPark,Online
1475,2025-10-05,SKU-1023,395,1,1199,1199,San Francisco Union Square,Online
1476,2024-03-21,SKU-1242,293,2,899,1798,Online,In-Store
1477,2025-10-08,SKU-1032,399,1,1299,1299,Online,Online
1478,2025-07-02,SKU-1321,431,1,1799,1799,Online,In-Store
1479,2025-11-06,SKU-1274,27,1,1399,1399,Online,In-Store
1480,2025-08-16,SKU-1208,444,1,699,699,Online,Online
1481,2024-10-16,SKU-1195,135,1,599,599,Boston Boylston,Online
1482,2024-07-31,SKU-1143,201,1,3199,3199,Online,In-Store
1483,2025-10-02,SKU-1103,40,1,799,799,Online,Online
1484,2025-04-06,SKU-1317,414,1,1799,1799,Online,Online
1485,2025-10-08,SKU-1323,311,1,1799,1799,Miami Dadeland,Online
1486,2025-09-20,SKU-1085,308,1,1699,1699,Chicago Michigan Ave,Online
1487,2024-07-16,SKU-1256,311,2,1099,2198,Online,Online
1488,2025-01-08,SKU-1154,59,1,999,999,Boston Boylston,Online
1489,2025-12-09,SKU-1034,482,1,1299,1299,Online,Online
1490,2025-12-26,SKU-1049,283,1,1399,1399,San Francisco Union Square,Online
1491,2025-02-13,SKU-1284,473,1,1499,1499,Online,Online
1492,2024-10-14,SKU-1233,493,2,649,1298,New York 5th Ave,In-Store
1493,2024-07-29,SKU-1266,489,1,1299,1299,Seattle University Village,Online
1494,2024-10-05,SKU-1113,418,1,1699,1699,Online,Online
1495,2024-12-27,SKU-1095,192,1,699,699,Boston Boylston,In-Store
1496,2025-06-07,SKU-1115,130,2,1499,2998,Chicago Michigan Ave,Online
1497,2025-06-27,SKU-1291,181,1,1499,1499,New York 5th Ave,Online
1498,2024-07-09,SKU-1284,184,1,1499,1499,Online,Online
1499,2024-11-17,SKU-1092,63,1,699,699,Online,In-Store
1500,2025-08-04,SKU-1245,408,1,849,849,Online,Online
1501,2024-08-05,SKU-1016,270,1,1099,1099,Online,In-Store
1502,2025-11-18,SKU-1245,39,2,849,1698,Chicago Michigan Ave,In-Store
1503,2024-11-23,SKU-1231,102,1,649,649,Online,In-Store
1504,2025-03-07,SKU-1145,62,3,3799,11397,Online,Online
1505,2025-08-13,SKU-1081,11,1,1699,1699,Online,In-Store
1506,2025-04-17,SKU-1303,146,3,1549,4647,Online,In-Store
1507,2025-06-24,SKU-1009,21,1,999,999,Online,Online
1508,2025-03-01,SKU-1127,371,1,1699,1699,Online,Online
1509,2024-11-16,SKU-1086,253,1,1699,1699,San Francisco Union Square,Online
1510,2025-10-18,SKU-1237,496,1,749,749,Boston Boylston,In-Store
1511,2024-08-17,SKU-1337,25,1,599,599,Miami Dadeland,Online
1512,2025-03-22,SKU-1358,116,2,549,1098,Online,Online
1513,2025-07-04,SKU-1323,3,1,1799,1799,Dallas NorthPark,In-Store
1514,2024-04-23,SKU-1064,25,1,1499,1499,Dallas NorthPark,Online
1515,2025-01-23,SKU-1082,139,1,1699,1699,Seattle University Village,In-Store
1516,2024-11-22,SKU-1190,442,1,749,749,Online,In-Store
1517,2025-10-14,SKU-1301,229,2,1549,3098,Seattle University Village,Online
1518,2025-05-16,SKU-1059,500,1,1499,1499,Online,In-Store
1519,2024-10-30,SKU-1135,365,1,2599,2599,Online,In-Store
1520,2024-07-29,SKU-1310,356,1,1799,1799,Online,In-Store
1521,2024-08-09,SKU-1015,240,1,1099,1099,Miami Dadeland,Online
1522,2025-08-27,SKU-1026,390,1,1199,1199,Chicago Michigan Ave,In-Store
1523,2025-04-09,SKU-1264,336,1,1299,1299,Online,Online
1524,2025-01-07,SKU-1327,198,1,449,449,Dallas NorthPark,In-Store
1525,2024-07-11,SKU-1155,36,1,1199,1199,Online,Online
1526,2025-10-25,SKU-1076,53,2,1599,3198,Online,In-Store
1527,2025-04-16,SKU-1257,96,1,949,949,Online,Online
1528,2024-05-01,SKU-1168,475,1,499,499,Chicago Michigan Ave,Online
1529,2025-03-17,SKU-1052,261,1,1499,1499,Online,Online
1530,2025-01-26,SKU-1092,375,1,699,699,Boston Boylston,Online
1531,2024-10-09,SKU-1047,272,1,1399,1399,San Francisco Union Square,Online
1532,2024-09-11,SKU-1027,491,1,1199,1199,Online,Online
1533,2024-09-01,SKU-1320,34,1,1949,1949,Chicago Michigan Ave,Online
1534,2025-02-18,SKU-1314,201,1,1799,1799,New York 5th Ave,Online
1535,2025-05-22,SKU-1290,106,1,1649,1649,Online,Online
1536,2024-10-21,SKU-1212,376,1,699,699,Online,Online
1537,2024-11-08,SKU-1325,437,1,399,399,Boston Boylston,Online
1538,2024-07-10,SKU-1078,171,1,1599,1599,Boston Boylston,Online
1539,2024-12-08,SKU-1003,11,1,999,999,Online,Online
1540,2024-01-10,SKU-1019,305,1,1099,1099,Online,Online
1541,2025-04-28,SKU-1000,57,2,999,1998,Online,Online
1542,2024-08-21,SKU-1230,269,1,799,799,Los Angeles Grove,In-Store
1543,2024-12-09,SKU-1270,232,1,1399,1399,Los Angeles Grove,Online
1544,2024-09-16,SKU-1174,187,1,649,649,Los Angeles Grove,In-Store
1545,2025-06-14,SKU-1075,397,1,1599,1599,Seattle University Village,In-Store
1546,2024-10-03,SKU-1298,352,1,1599,1599,Los Angeles Grove,In-Store
1547,2024-08-13,SKU-1036,338,1,1299,1299,Dallas NorthPark,Online
1548,2025-12-13,SKU-1007,499,1,999,999,New York 5th Ave,Online
1549,2025-01-21,SKU-1022,328,2,1199,2398,Online,Online
1550,2025-04-05,SKU-1208,491,1,699,699,Boston Boylston,Online
1551,2024-12-05,SKU-1326,201,1,449,449,Chicago Michigan Ave,In-Store
1552,2025-08-16,SKU-1068,267,1,1499,1499,Seattle University Village,In-Store
1553,2025-08-03,SKU-1030,496,1,1299,1299,Austin Domain,Online
1554,2025-12-02,SKU-1027,76,1,1199,1199,Los Angeles Grove,Online
1555,2025-11-11,SKU-1349,84,1,799,799,Online,Online
1556,2024-02-11,SKU-1280,112,1,1499,1499,Online,In-Store
1557,2025-03-16,SKU-1013,181,1,1099,1099,Seattle University Village,Online
1558,2024-10-17,SKU-1062,403,1,1499,1499,Miami Dadeland,In-Store
1559,2024-03-29,SKU-1267,366,1,1149,1149,Online,In-Store
1560,2024-03-23,SKU-1049,149,1,1399,1399,Online,Online
1561,2025-10-14,SKU-1088,198,1,1699,1699,New York 5th Ave,In-Store
1562,2024-11-05,SKU-1024,306,1,1199,1199,Online,In-Store
1563,2025-08-15,SKU-1230,72,1,799,799,Seattle University Village,Online
1564,2024-11-04,SKU-1033,157,1,1299,1299,Online,In-Store
1565,2025-01-19,SKU-1209,401,1,549,549,Boston Boylston,Online
1566,2024-11-16,SKU-1034,258,1,1299,1299,Dallas NorthPark,In-Store
1567,2025-03-06,SKU-1127,493,1,1699,1699,New York 5th Ave,Online
1568,2025-03-07,SKU-1180,46,2,649,1298,Austin Domain,In-Store
1569,2025-06-08,SKU-1075,192,1,1599,1599,Online,Online
1570,2025-02-06,SKU-1183,65,1,499,499,New York 5th Ave,Online
1571,2025-04-16,SKU-1283,430,2,1349,2698,Online,Online
1572,2024-12-07,SKU-1292,305,1,1649,1649,Online,Online
1573,2024-03-03,SKU-1135,63,1,2599,2599,Austin Domain,In-Store
1574,2024-07-28,SKU-1255,265,1,949,949,Online,In-Store
1575,2025-11-22,SKU-1143,328,1,3199,3199,Miami Dadeland,Online
1576,2024-01-07,SKU-1077,413,3,1599,4797,Los Angeles Grove,In-Store
1577,2025-09-10,SKU-1028,451,1,1199,1199,Online,Online
1578,2025-06-01,SKU-1050,228,1,1499,1499,New York 5th Ave,In-Store
1579,2024-07-07,SKU-1074,420,1,1599,1599,Online,In-Store
1580,2025-03-25,SKU-1064,440,1,1499,1499,San Francisco Union Square,Online
1581,2024-05-25,SKU-1036,420,1,1299,1299,Austin Domain,Online
1582,2024-07-24,SKU-1153,244,1,999,999,Los Angeles Grove,Online
1583,2025-01-11,SKU-1024,342,1,1199,1199,Online,Online
1584,2025-03-11,SKU-1280,76,1,1499,1499,Online,Online
1585,2024-11-06,SKU-1182,18,1,649,649,San Francisco Union Square,In-Store
1586,2024-12-29,SKU-1205,493,1,549,549,Online,In-Store
1587,2024-06-11,SKU-1120,184,1,1899,1899,Los Angeles Grove,In-Store
1588,2025-06-21,SKU-1052,200,2,1499,2998,Los Angeles Grove,Online
1589,2025-07-30,SKU-1037,174,1,1299,1299,Los Angeles Grove,In-Store
1590,2025-11-05,SKU-1034,156,1,1299,1299,Boston Boylston,Online
1591,2025-04-28,SKU-1296,311,1,1599,1599,San Francisco Union Square,In-Store
1592,2025-06-22,SKU-1333,133,1,399,399,Online,Online
1593,2025-09-24,SKU-1345,425,1,249,249,New York 5th Ave,Online
1594,2024-04-08,SKU-1302,341,1,1699,1699,Online,In-Store
1595,2024-08-30,SKU-1132,54,1,2099,2099,Boston Boylston,Online
1596,2025-03-06,SKU-1318,473,1,1949,1949,Online,In-Store
1597,2024-03-15,SKU-1028,227,1,1199,1199,Austin Domain,In-Store
1598,2024-11-24,SKU-1297,56,2,1449,2898,Seattle University Village,Online
1599,2024-07-23,SKU-1357,101,1,549,549,Online,Online
1600,2024-06-14,SKU-1071,223,1,1599,1599,Miami Dadeland,In-Store
1601,2025-10-06,SKU-1047,492,1,1399,1399,Seattle University Village,Online
1602,2025-01-03,SKU-1284,397,2,1499,2998,New York 5th Ave,Online
1603,2025-10-19,SKU-1017,271,1,1099,1099,Los Angeles Grove,In-Store
1604,2024-12-26,SKU-1185,183,1,499,499,San Francisco Union Square,In-Store
1605,2025-03-13,SKU-1034,321,1,1299,1299,Online,Online
1606,2024-11-01,SKU-1019,52,1,1099,1099,Online,Online
1607,2024-08-17,SKU-1198,421,1,849,849,Dallas NorthPark,In-Store
1608,2024-03-10,SKU-1062,447,1,1499,1499,Boston Boylston,In-Store
1609,2025-06-14,SKU-1018,478,1,1099,1099,San Francisco Union Square,Online
1610,2024-04-23,SKU-1205,299,1,549,549,Los Angeles Grove,In-Store
1611,2024-12-12,SKU-1065,216,1,1499,1499,Online,Online
1612,2025-07-14,SKU-1265,419,1,1149,1149,Austin Domain,In-Store
1613,2024-08-29,SKU-1223,253,2,749,1498,Online,In-Store
1614,2024-02-06,SKU-1323,178,1,1799,1799,Dallas NorthPark,In-Store
1615,2024-03-23,SKU-1196,455,1,749,749,Chicago Michigan Ave,In-Store
1616,2024-02-06,SKU-1067,255,1,1499,1499,Los Angeles Grove,In-Store
1617,2024-08-21,SKU-1107,11,1,799,799,Boston Boylston,Online
1618,2025-09-14,SKU-1272,441,1,1399,1399,Online,In-Store
1619,2025-01-31,SKU-1004,393,1,999,999,Online,Online
1620,2024-04-28,SKU-1239,225,1,749,749,Online,In-Store
1621,2024-12-17,SKU-1323,224,1,1799,1799,Boston Boylston,Online
1622,2025-02-26,SKU-1022,383,1,1199,1199,Austin Domain,In-Store
1623,2024-01-16,SKU-1170,448,1,499,499,Seattle University Village,In-Store
1624,2024-07-03,SKU-1019,145,1,1099,1099,Online,Online
1625,2024-10-26,SKU-1220,67,1,799,799,San Francisco Union Square,Online
1626,2024-09-13,SKU-1030,481,1,1299,1299,Chicago Michigan Ave,Online
1627,2024-08-13,SKU-1253,228,1,949,949,Seattle University Village,In-Store
1628,2025-10-31,SKU-1272,126,1,1399,1399,Chicago Michigan Ave,Online
1629,2024-02-25,SKU-1238,178,1,899,899,Boston Boylston,In-Store
1630,2024-07-27,SKU-1206,467,1,699,699,Online,In-Store
1631,2024-08-03,SKU-1057,63,1,1499,1499,Online,In-Store
1632,2025-12-16,SKU-1035,226,3,1299,3897,San Francisco Union Square,Online
1633,2024-02-04,SKU-1028,139,1,1199,1199,Online,Online
1634,2024-10-12,SKU-1291,438,1,1499,1499,San Francisco Union Square,Online
1635,2024-02-15,SKU-1306,115,1,1699,1699,Online,Online
1636,2024-11-08,SKU-1107,17,1,799,799,Chicago Michigan Ave,Online
1637,2024-12-10,SKU-1006,473,1,999,999,Miami Dadeland,Online
1638,2024-01-29,SKU-1261,175,1,1149,1149,Seattle University Village,In-Store
1639,2024-02-28,SKU-1307,414,1,1549,1549,Online,Online
1640,2025-07-01,SKU-1247,238,1,849,849,New York 5th Ave,In-Store
1641,2025-01-25,SKU-1267,240,1,1149,1149,Austin Domain,In-Store
1642,2025-11-29,SKU-1032,487,1,1299,1299,Online,In-Store
1643,2025-08-07,SKU-1268,203,1,1299,1299,Online,Online
1644,2025-10-30,SKU-1067,415,1,1499,1499,Austin Domain,Online
1645,2024-09-27,SKU-1076,434,1,1599,1599,Online,Online
1646,2025-01-02,SKU-1109,246,1,799,799,San Francisco Union Square,In-Store
1647,2024-03-22,SKU-1101,142,1,799,799,Boston Boylston,In-Store
1648,2024-09-21,SKU-1344,393,1,279,279,Austin Domain,Online
1649,2024-06-27,SKU-1143,76,1,3199,3199,Boston Boylston,In-Store
1650,2024-07-07,SKU-1058,351,1,1499,1499,Los Angeles Grove,Online
1651,2024-08-21,SKU-1079,32,1,1599,1599,Dallas NorthPark,In-Store
1652,2024-12-27,SKU-1353,277,1,129,129,Seattle University Village,In-Store
1653,2025-03-30,SKU-1087,58,1,1699,1699,Los Angeles Grove,Online
1654,2025-11-28,SKU-1081,213,1,1699,1699,Online,Online
1655,2025-09-13,SKU-1070,404,1,1599,1599,Online,In-Store
1656,2024-10-28,SKU-1321,319,1,1799,1799,Online,Online
1657,2025-08-28,SKU-1072,14,1,1599,1599,Online,Online
1658,2025-06-04,SKU-1078,402,1,1599,1599,Chicago Michigan Ave,Online
1659,2024-02-03,SKU-1053,337,1,1499,1499,Seattle University Village,Online
1660,2024-03-20,SKU-1360,491,1,549,549,Dallas NorthPark,Online
1661,2025-07-15,SKU-1148,376,1,4899,4899,New York 5th Ave,In-Store
1662,2024-02-22,SKU-1300,311,1,1599,1599,Los Angeles Grove,Online
1663,2025-08-12,SKU-1109,151,1,799,799,Boston Boylston,Online
1664,2024-08-24,SKU-1280,234,3,1499,4497,Online,In-Store
1665,2025-02-23,SKU-1236,186,1,799,799,Online,In-Store
1666,2025-05-10,SKU-1019,310,1,1099,1099,Online,In-Store
1667,2024-05-08,SKU-1057,474,1,1499,1499,Chicago Michigan Ave,In-Store
1668,2024-05-21,SKU-1101,311,1,799,799,Online,Online
1669,2025-03-07,SKU-1078,259,1,1599,1599,Dallas NorthPark,In-Store
1670,2024-07-03,SKU-1210,449,1,699,699,New York 5th Ave,Online
1671,2025-12-29,SKU-1104,477,1,799,799,Los Angeles Grove,Online
1672,2024-01-25,SKU-1309,354,1,1649,1649,Online,Online
1673,2025-02-01,SKU-1156,463,1,599,599,New York 5th Ave,Online
1674,2024-10-27,SKU-1237,61,1,749,749,Online,In-Store
1675,2024-04-20,SKU-1083,370,1,1699,1699,Online,In-Store
1676,2025-02-22,SKU-1088,323,1,1699,1699,New York 5th Ave,In-Store
1677,2024-05-17,SKU-1072,376,1,1599,1599,Online,In-Store
1678,2024-03-26,SKU-1328,78,2,429,858,Boston Boylston,In-Store
1679,2025-01-23,SKU-1092,165,1,699,699,New York 5th Ave,Online
1680,2024-04-09,SKU-1192,119,2,749,1498,Online,Online
1681,2025-08-16,SKU-1182,261,2,649,1298,Miami Dadeland,Online
1682,2024-07-01,SKU-1080,489,1,1699,1699,Online,In-Store
1683,2024-08-03,SKU-1253,221,3,949,2847,Los Angeles Grove,In-Store
1684,2024-10-18,SKU-1203,85,1,699,699,Online,Online
1685,2024-10-22,SKU-1109,481,2,799,1598,Boston Boylston,In-Store
1686,2025-11-13,SKU-1261,143,2,1149,2298,Online,Online
1687,2024-01-29,SKU-1296,307,1,1599,1599,Boston Boylston,In-Store
1688,2024-01-07,SKU-1172,251,1,499,499,Miami Dadeland,Online
1689,2025-08-07,SKU-1050,219,2,1499,2998,Austin Domain,Online
1690,2024-04-22,SKU-1293,367,1,1449,1449,Seattle University Village,In-Store
1691,2024-09-26,SKU-1112,45,1,1499,1499,Boston Boylston,In-Store
1692,2024-12-28,SKU-1252,412,1,999,999,Online,In-Store
1693,2025-06-03,SKU-1250,172,1,999,999,Online,In-Store
1694,2025-12-24,SKU-1154,353,1,999,999,Online,In-Store
1695,2025-06-17,SKU-1108,163,2,799,1598,Online,In-Store
1696,2025-10-11,SKU-1296,322,1,1599,1599,Online,Online
1697,2025-11-20,SKU-1093,101,2,699,1398,Online,Online
1698,2024-10-16,SKU-1286,68,1,1649,1649,Online,In-Store
1699,2024-08-07,SKU-1343,2,2,299,598,New York 5th Ave,Online
1700,2024-02-09,SKU-1202,215,1,849,849,Seattle University Village,In-Store
1701,2024-12-23,SKU-1210,248,1,699,699,Chicago Michigan Ave,In-Store
1702,2024-10-26,SKU-1312,343,1,1799,1799,Los Angeles Grove,In-Store
1703,2025-05-07,SKU-1097,152,1,699,699,Online,Online
1704,2024-10-21,SKU-1314,215,1,1799,1799,Dallas NorthPark,Online
1705,2025-04-20,SKU-1223,490,1,749,749,Online,Online
1706,2025-05-10,SKU-1237,431,1,749,749,Miami Dadeland,Online
1707,2024-10-24,SKU-1102,138,1,799,799,Los Angeles Grove,In-Store
1708,2024-11-26,SKU-1273,134,1,1249,1249,Seattle University Village,Online
1709,2024-09-23,SKU-1284,468,1,1499,1499,Online,Online
1710,2024-02-16,SKU-1054,158,1,1499,1499,New York 5th Ave,Online
1711,2025-10-02,SKU-1311,57,1,1649,1649,Dallas NorthPark,In-Store
1712,2024-01-21,SKU-1082,487,1,1699,1699,Seattle University Village,In-Store
1713,2024-12-27,SKU-1022,393,1,1199,1199,Austin Domain,Online
1714,2025-07-02,SKU-1012,102,1,1099,1099,Dallas NorthPark,In-Store
1715,2024-10-24,SKU-1098,411,1,699,699,Online,Online
1716,2024-09-11,SKU-1103,482,1,799,799,Online,In-Store
1717,2025-05-28,SKU-1261,204,1,1149,1149,Austin Domain,Online
1718,2025-10-08,SKU-1070,396,1,1599,1599,Seattle University Village,Online
1719,2025-01-21,SKU-1259,336,1,949,949,New York 5th Ave,In-Store
1720,2024-03-19,SKU-1312,38,2,1799,3598,Los Angeles Grove,In-Store
1721,2025-07-08,SKU-1252,310,1,999,999,Boston Boylston,Online
1722,2025-09-12,SKU-1192,440,1,749,749,Online,Online
1723,2024-10-07,SKU-1154,235,1,999,999,Online,Online
1724,2024-10-25,SKU-1220,220,1,799,799,Online,In-Store
1725,2025-12-20,SKU-1181,274,1,499,499,Los Angeles Grove,Online
1726,2025-01-16,SKU-1358,391,1,549,549,Chicago Michigan Ave,Online
1727,2025-02-10,SKU-1055,395,3,1499,4497,Online,Online
1728,2024-12-06,SKU-1182,74,1,649,649,Miami Dadeland,In-Store
1729,2025-05-16,SKU-1023,304,1,1199,1199,Online,Online
1730,2025-08-03,SKU-1204,390,1,849,849,Online,In-Store
1731,2024-12-11,SKU-1062,428,1,1499,1499,Online,Online
